oeID	baitID	naive	day1	day3	day5	day7	day10	day14	primed	DE	NE	merged_dtw_trans_cl6_2with6	TSSchr	TSSstart	TSSend	TSSstrand	gene_name	gene_id	chr	start	end
1385	1314	1.02351239918612	0	0	0	2.45302108007838	0	0	0	0	0	Transient	1	6411918	6412918	-	HES2	ENSG00000069812	1	6408672	6413696
1385	1340	0.888090444416103	2.26460149013646	2.29407191881871	1.69266269041544	2.19516757225707	0.820731285889002	2.5175982225805	1.50680147910204	1.27619456844708	1.46941374108162	Constant	1	6411918	6412918	-	HES2	ENSG00000069812	1	6408672	6413696
1385	1350	0	2.14803271031677	2.74369998190984	1.07733660442079	0	0	1.17718530525979	0	0	1.00017073875768	Transient	1	6411918	6412918	-	HES2	ENSG00000069812	1	6408672	6413696
1385	1354	2.0751831563005	2.33615437030334	1.43114302010399	1.85671750212741	0.981861868297536	0	0.993368339098888	2.29009871495654	0.974192574821593	0.920996155482545	Lost	1	6411918	6412918	-	HES2	ENSG00000069812	1	6408672	6413696
1385	1392	0.21004130253868	1.94423271802019	1.10515643177453	1.43143402993235	0.645812309353937	1.02315034883989	1.34326989254267	0.875645961662348	1.78412622519163	2.425385891696	Gained early	1	6411918	6412918	-	HES2	ENSG00000069812	1	6408672	6413696
1411	1340	0.975150027077495	1.4076063859955	2.94240189441482	1.8159523742729	0.905782580663782	0	2.18959149108226	0	0.764458335069416	0	Gained late	1	6460286	6461286	-	TNFRSF25	ENSG00000215788	1	6458882	6464027
1411	1445	0	0.935963506098805	1.32932901578502	1.60975318498534	0.965959850740152	0.866029912588013	2.41760140365947	0.826997878313691	0	1.68261245633843	Gained early	1	6460286	6461286	-	TNFRSF25	ENSG00000215788	1	6458882	6464027
1427	1445	0.597188443331636	0.745415071442336	0.538644311962895	0.452077717603303	2.38204137963637	2.23953581194402	0.623885334333006	0.659765928683889	0	0.514514516218026	Transient	1	6520847	6521847	-	NOL9	ENSG00000162408	1	6518154	6523355
1438	1340	0	2.3142143370975	0	1.98166122017752	2.14315632846833	0	0.899801192574365	1.03406992959823	0	0.988593036384288	Transient	1	6579494	6580494	+	ZBTB48	ENSG00000204859	1	6577236	6582398
1438	1380	0	0	0	0	0	2.34158215633092	0	1.13920682568108	0	1.04150752070912	Transient	1	6579494	6580494	+	ZBTB48	ENSG00000204859	1	6577236	6582398
1440	1445	0.423043885628641	0.894239307239143	1.66738925190248	0.695783191958129	2.40049337471075	1.68300611325328	1.43266894279783	1.98248023039788	1.2866974827842	2.06877552624171	Gained early	1	6590224	6591224	-	KLHL21	ENSG00000162413	1	6588727	6594478
1694	1657	0	2.43793663736227	0	0	0	1.03108257003151	0	0	0	0.951458659789462	Transient	1	7842583	7843583	-	UTS2	ENSG00000049247	1	7838016	7843356
1708	1793	2.4555966295659	0	0	0	0	1.16211494079725	0	0	1.20577792653334	1.15178341736054	Lost	1	7915371	7916371	-	TNFRSF9	ENSG00000049249	1	7911678	7916992
1728	1795	0	0	1.91528757438101	1.75235188730225	1.09228059516045	1.16536111696687	1.10943494660606	2.43516993307709	1.03969093522542	1.73247855968633	Gained early	1	8003904	8004904	-	ERRFI1	ENSG00000116285	1	8001146	8006786
1898	1927	2.92478131397743	1.46089180314488	1.63823377348441	2.02202541752738	0.921087448715413	0.929619105390746	0.781610206566897	1.02280955912795	1.93279438197318	1.45875457176423	Constant	1	8860500	8861500	-	ENO1	ENSG00000074800	1	8860251	8865574
1898	1930	1.61366604383491	0.915085883656145	0	2.35846136735733	0	1.39210658677946	0.903787679597503	2.39348540037259	2.799071092801	2.18379926146336	Lost	1	8860500	8861500	-	ENO1	ENSG00000074800	1	8860251	8865574
1948	1930	0.822661975403202	2.11599170136327	2.33846545961656	1.84344127454946	2.41412232278051	0.637344183457761	0	2.209389692288	0	1.99648451883771	Lost	1	9099805	9100805	-	GPR157	ENSG00000180758	1	9098262	9103401
1948	1984	0	1.8647009181332	1.0075122754532	1.0417743188098	0	2.33115182641919	1.53505547978591	0.62870887007105	2.0568216896453	1.41990932141713	Gained late	1	9099805	9100805	-	GPR157	ENSG00000180758	1	9098262	9103401
1993	1959	0.861818997713969	0.830050517799572	0	0	1.50056283246353	1.86428803515766	1.82426344304039	0.812729256933189	2.52007629896495	0.73562129000213	Gained late	1	9234274	9235274	+	H6PD	ENSG00000049239	1	9230920	9235967
2079	1984	0	0	0	0	0	2.47010165274827	0	0	0.773124720997914	0	Transient	1	9651231	9652231	+	PIK3CD	ENSG00000171608	1	9648878	9653981
2079	2091	1.23628450768628	0.990509405970941	1.87628152785773	0.709428149612614	1.93950688320051	0	2.55433261261071	1.47189338652717	1.18301231989964	0	Gained late	1	9651231	9652231	+	PIK3CD	ENSG00000171608	1	9648878	9653981
2198	2091	0	0	0.800427967961981	2.54400441254246	0	0	0	0.859776891128679	0	0.952259593758711	Transient	1	10210070	10211070	+	KIF1B	ENSG00000054523	1	10208411	10213585
2234	2087	0	2.46221201267821	0	0	0	0	0	0	0	0	Transient	1	10398092	10399092	+	PGD	ENSG00000142657	1	10397697	10402744
2243	2353	0	0	1.91617407927778	0	0	2.47476973939611	1.18860047639036	0	0	0	Gained late	1	10449531	10450531	+	CORT	ENSG00000241563	1	10444659	10449672
2431	6937	0	0	0	2.37616978259863	0	0	0	0	0	0	Transient	1	11188855	11189855	+	ANGPTL7	ENSG00000171819	1	11186294	11192113
2526	2466	1.89345411256316	0	1.80255199429761	0	0	1.8327783170822	0	1.12398251260796	2.37660340051651	2.63833862435284	Transient	1	11636518	11637518	-	FBXO2	ENSG00000116661	1	11631739	11637035
2531	2496	1.73046866845216	2.6673041872245	0.962273984526787	0	0	1.72227251906775	0.899832902694931	1.03781418279089	0.761722129823835	0.8133088048366	Lost	1	11653875	11654875	+	FBXO44	ENSG00000132879	1	11651018	11656041
2535	2583	0	0	2.51354910011763	0	0.872796841140648	1.04840833764707	0	0	0.997068975208769	0	Transient	1	11673980	11674980	-	MAD2L2	ENSG00000116670	1	11671711	11676873
2568	2583	1.6265942192397	1.86305319777328	1.80012075209752	0.404798926267594	2.27838645286649	2.0245335925979	1.92352927733304	2.18741094144766	2.23241514520196	3.0150669448423	Constant	1	11845209	11846209	-	NPPA	ENSG00000175206	1	11841744	11846835
2570	2583	0.828134533510063	1.74045024884151	1.36449751433815	2.03596436911766	0.728940817181567	1.89278327054228	2.32450384951982	2.07350882366489	1.67326077161123	2.44189734924726	Gained early	1	11856964	11857964	-	NPPB	ENSG00000120937	1	11852003	11857374
2590	2466	0	0	0	0	0	2.34049251135752	0	0	0	0	Transient	1	11933705	11934705	+	PLOD1	ENSG00000083444	1	11931897	11936910
2866	2891	0	0	2.51805681780554	0	1.6389274883537	0	0	0	0	0.849768550701003	Transient	1	13389132	13390132	+	PRAMEF17	ENSG00000204479	1	13387457	13392929
2935	2890	2.38092268038352	0	0.807713654330802	0.80978618017177	0	0.909289545240556	1.44939548212901	0	1.77048931087976	1.64438503669257	Lost	1	13699698	13700698	+	PRDM2	ENSG00000116731	1	13694642	13699822
2935	2953	1.37027023494221	1.86181115499294	1.47575004180658	2.37477326150588	2.27526988182788	1.61763142280455	1.86581927235699	2.06866953500546	2.15197935056344	1.41860337467435	Constant	1	13699698	13700698	+	PRDM2	ENSG00000116731	1	13694642	13699822
3250	3274	0.905036352517202	1.54113709987403	2.08052079682481	0	0.819730727740279	0.834839203581068	3.06067238158113	2.17671691517071	2.17207328850692	2.10394940300452	Gained late	1	15152032	15153032	+	TMEM51	ENSG00000171729	1	15149988	15155083
3319	3247	2.40124755714019	1.18466217787236	1.10167491272769	1.11121406116223	1.83591376930459	1.18535522916748	0	1.76402959750834	1.10696137939358	0	Lost	1	15456228	15457228	+	CELA2A	ENSG00000142615	1	15454836	15460494
3320	3310	2.43825191645085	0.48430556841496	0.975195070759903	0.875546990838711	0	1.27350819986112	0	1.05526207084688	0.862877326943561	0	Lost	1	15465409	15466409	+	CELA2B	ENSG00000215704	1	15460495	15465986
3433	3464	0.891477448477445	2.23113071434374	0.699848628389351	0.818802889954353	1.49238674091568	0	1.47298108172933	1.91253898878406	0	2.69555267265727	Lost	1	16013528	16014528	-	HSPB7	ENSG00000173641	1	16008492	16014474
3434	3382	0	0	0	0	1.28213303583541	2.4171038302848	0	0	0	0	Transient	1	16018375	16019375	+	CLCNKA	ENSG00000186510	1	16014475	16019885
3434	3464	1.51578081942242	2.4133488360697	1.28719024768102	1.43252867607316	1.47294563440986	1.75422741046861	0.832086763207659	0.835578900909307	1.5765333914284	0.84866571789948	Constant	1	16018375	16019375	+	CLCNKA	ENSG00000186510	1	16014475	16019885
3434	3479	0	0	1.73856268555149	2.09104830562292	0	0	1.76276886371724	0.9763357802908	2.45712327779328	1.03046170860485	Gained late	1	16018375	16019375	+	CLCNKA	ENSG00000186510	1	16014475	16019885
3441	3403	0	0	0	0.914911787218874	0	2.57696130200932	0	0	0	0.997147656241273	Transient	1	16057269	16058269	-	FAM131C	ENSG00000185519	1	16051780	16058714
3457	3382	1.31543760982683	1.33431841716002	0	0	0	2.49705348110287	0	0	0	0	Transient	1	16123837	16124837	-	EPHA2	ENSG00000142627	1	16123253	16128295
3457	3464	1.60847960563535	0.740267266293736	1.04620588176211	1.27146110279726	1.04018223494917	0.583598843507853	1.95268564242906	1.87221734914518	2.52014962867607	2.61051859753363	Constant	1	16123837	16124837	-	EPHA2	ENSG00000142627	1	16123253	16128295
3474	3447	2.06503637690183	0.601626384576241	2.26500798426195	2.48362848739376	1.18915588060199	1.83981192812185	2.46510527166679	1.91625094053613	1.62106656578822	0	Constant	1	16197354	16198354	-	ARHGEF19	ENSG00000142632	1	16194909	16199993
3474	3622	1.65178537838244	1.14590064482947	1.35789335086591	2.38433412117667	0.281971421085778	0.374419575301914	0	0	0	0	Lost	1	16197354	16198354	-	ARHGEF19	ENSG00000142632	1	16194909	16199993
3503	3447	0.847176795069861	2.28723771301272	2.23281850149892	2.2772090582698	2.52924283307682	0.920650219165489	0.812289980062495	3.07649622952664	1.06322563751312	2.23098576255789	Lost	1	16246340	16247340	-	FBXO42	ENSG00000037637	1	16241894	16247275
3503	3479	0.676710135794283	0.398512184966879	0.735982555343185	0.30102713552973	0.773035565405465	0.683373153483241	2.4083892673845	1.64407545101482	1.48703951516423	1.44950275547627	Gained late	1	16246340	16247340	-	FBXO42	ENSG00000037637	1	16241894	16247275
3530	3610	0	0	0	2.40948971427355	0	0	0	0	0	0	Transient	1	16386617	16387617	-	SPATA21	ENSG00000187144	1	16385292	16390757
3540	3559	0	0.834718579590599	2.78172830297757	0	1.5581406279809	0	0	2.52828738720246	2.18445638654676	0.715931487192408	Transient	1	16440221	16441221	+	NECAP2	ENSG00000157191	1	16438923	16444236
3540	3584	1.05282954747174	0	1.58491030194764	2.50744297364224	0	1.04679989477791	1.71961379209475	0.998569804418342	0	0	Lost	1	16440221	16441221	+	NECAP2	ENSG00000157191	1	16438923	16444236
3688	3582	0	1.52697334565712	2.09862176909077	0.703307264783932	0.763981572977817	0.743059537394426	0.736448830390698	2.38794465662565	0	0	Transient	1	16974002	16975002	-	MFAP2	ENSG00000117122	1	16970507	16977109
3690	3581	1.15289417156826	1.45701711937621	0.978777411843024	1.0832977982611	1.58705784198014	0.518340851714718	2.51613989521924	0.523530173964216	1.96250996190707	1.7237909138699	Gained early	1	16985458	16986458	-	ATP13A2	ENSG00000159363	1	16982609	16988027
3694	3581	2.1927690410295	1.46560623238384	0.979189422933818	1.88142842672501	2.18136283958294	0	2.34712932777758	2.73334171374387	0.376033548986986	2.0146936947462	Gained late	1	17004568	17005568	-	AL049569.3	ENSG00000288636	1	17003196	17008205
3696	3581	0	1.4686207653395	0.977585784823076	1.89593999959069	2.40884001252426	0.494156278109774	1.08622333263599	2.90570326842785	0.956394151740698	0.368551668403439	Gained early	1	17018222	17019222	-	SDHB	ENSG00000117118	1	17013700	17018800
3696	3582	1.49662196860092	0	2.77426306807683	0	0	0.721684664682581	0.70260291684308	0.68829288805386	1.50392356031869	1.36837322949182	Lost	1	17018222	17019222	-	SDHB	ENSG00000117118	1	17013700	17018800
3705	3746	1.69334731138353	0	1.41252216385131	0.834142168722742	2.60128022855808	1.64784846423069	1.92142387025122	1.95180724178925	0	1.36680913355768	Gained late	1	17066261	17067261	-	PADI2	ENSG00000117115	1	17062818	17068057
3773	3729	1.16333090232776	0	1.02953858117057	2.86910820128358	0	0	1.73625514011373	0	0	0	Lost	1	17371696	17372696	+	PADI6	ENSG00000276747	1	17368051	17373109
4028	4034	1.9115169828386	1.93462580244935	2.34645977923954	1.14531547450659	1.72221086067146	1.53437544597497	1.62533804299231	1.62280429977849	1.62308642854077	1.38921592033663	Constant	1	18630346	18631346	+	PAX7	ENSG00000009709	1	18627867	18633280
4028	4036	1.4320122349584	2.07935811687304	2.39866570713967	2.59603629405739	1.55913770991321	2.06960014772623	1.66722225909423	2.02517609146714	1.83756349962056	1.70473272925105	Constant	1	18630346	18631346	+	PAX7	ENSG00000009709	1	18627867	18633280
4028	4044	2.0168327025504	2.05047764858801	2.33573029561778	2.77231340026008	1.16616658792005	1.21199252796558	1.936581086777	2.3317243535177	1.35063051037586	0.343732538067979	Constant	1	18630346	18631346	+	PAX7	ENSG00000009709	1	18627867	18633280
4028	4046	0.589660240406223	0	1.11672472973105	1.19816600647938	0	1.49878316675034	2.38205854362404	1.61253766040371	1.75758037488082	1.3417660025169	Gained late	1	18630346	18631346	+	PAX7	ENSG00000009709	1	18627867	18633280
4102	4056	2.39697061636209	1.57591844288849	1.46648289023757	0.738743688857395	0	2.43243365614259	0	1.87209090318782	1.79923983162035	0.684110758314305	Lost	1	18839099	18840099	-	TAS1R2	ENSG00000179002	1	18836610	18841849
4108	4014	0	0.958263393034323	2.73916828939445	0	0	0	0.986779024754407	2.07342219621749	0.859817562020598	1.44722886218946	Lost	1	18870930	18871930	-	ALDH4A1	ENSG00000159423	1	18868740	18875094
4152	4117	0	2.05733896171118	0	0	1.04396217106321	0	1.63087786941844	2.36397939328091	2.27010986388669	0.897423878587519	Transient	1	19074010	19075010	-	UBR4	ENSG00000127481	1	19071633	19076708
4231	4117	0	2.31911564814098	0	0	0	0	0	0.863647035794025	0	0	Transient	1	19483903	19484903	+	MICOS10	ENSG00000173436	1	19481296	19486363
4326	4446	0.87642478581589	1.62392767329657	1.77787068763171	1.84013432609811	0.896775842230779	0	0	0	0.893132704982568	2.40267193833676	Lost	1	19919509	19920509	-	PLA2G2E	ENSG00000188784	1	19917154	19922502
4376	4399	1.06819611534582	0	1.82068564813119	0.522872601405459	2.16250744146043	1.90810532838844	0.669206773243111	0.662566374737022	2.49567088967754	2.32124351492147	Gained late	1	20185596	20186596	+	UBXN10	ENSG00000162543	1	20183713	20189044
4473	4384	0.926985754026046	1.47410337263578	1.48512533213649	1.54227737150995	0	2.26751419275547	2.48116704959265	2.59286950270532	2.48766617251006	0.67710277906381	Gained late	1	20498948	20499948	-	MUL1	ENSG00000090432	1	20494591	20500017
4473	4426	1.91709900114399	1.60482776062936	2.28863426740273	0.878445808467265	0.896912282842997	1.57350881964027	2.04816595097682	0.855133761037847	1.56996578039421	2.49277160383439	Constant	1	20498948	20499948	-	MUL1	ENSG00000090432	1	20494591	20500017
4473	4434	1.51617602997393	2.46281595880278	0	0	1.50839799752473	0	0	0.842511757983313	0.863887644945953	0	Lost	1	20498948	20499948	-	MUL1	ENSG00000090432	1	20494591	20500017
4473	4446	1.16777419610777	1.76379454250648	1.62389594951815	0.701504295359364	0.616197624953856	1.00647226608546	1.98938270004053	2.34760113130558	1.66797844432517	1.76801256162479	Gained early	1	20498948	20499948	-	MUL1	ENSG00000090432	1	20494591	20500017
4512	4480	2.36013649797444	1.99731534669432	2.58989141391979	1.47748642778562	2.63449755209255	0.910942866926189	1.46096541810308	2.63509046358101	1.27116673736888	1.10227109686228	Constant	1	20651267	20652267	-	DDOST	ENSG00000244038	1	20649865	20655097
4512	4481	2.36714755534291	1.48284320192698	2.02995390810578	2.60804774986033	1.98072757055138	1.61306081948854	1.60795906118974	0	1.90938332031972	1.54233204040163	Constant	1	20651267	20652267	-	DDOST	ENSG00000244038	1	20649865	20655097
4632	4681	1.74222996153225	1.20179600383749	1.37527778069487	2.51401078368703	2.33060332435525	1.64937673183537	1.22023123209333	1.30950771102071	0.520787214052705	1.33686341318146	Constant	1	21216747	21217747	-	ECE1	ENSG00000117298	1	21211567	21216835
4717	4700	0.700020872885953	0.79554721335377	1.6664734009504	1.14412612469229	2.14711934555293	0.762333566188084	0	0	0.628733438006638	3.01757255357039	Lost	1	21595715	21596715	-	RAP1GAP	ENSG00000076864	1	21595642	21600662
5127	5157	0	2.51808832366388	0.905367217132632	0	0	0.854585060894371	0	0.930911421458172	0	0.903952916903919	Transient	1	23428063	23429063	-	ASAP3	ENSG00000088280	1	23425545	23430692
5144	5112	1.31131056913129	1.38102365059932	0.591423152737125	0.753833040971808	0	2.37949262026444	0.801284354120054	1.357841048593	0	0.754295920029372	Gained late	1	23505938	23506938	-	E2F2	ENSG00000007968	1	23505864	23511973
5207	5233	0	0	2.47455730210738	0.51869593254927	1.80126205265293	1.28898101425447	1.88759163462197	0.630073612868936	0	1.04561514649669	Gained early	1	23742655	23743655	+	ELOA	ENSG00000011007	1	23741408	23746632
5214	5233	2.45039759949982	2.55363082985585	1.62738336618388	2.0090503019148	2.17816225914911	1.81857475197595	0.989144820158315	1.43970716160672	1.07307659735235	0.411799281309205	Constant	1	23777918	23778918	+	PITHD1	ENSG00000057757	1	23777807	23782832
5216	5122	0	0	0	0	1.32306275448481	2.33822916199591	0	0	0	0	Transient	1	23790645	23791645	+	LYPLA2	ENSG00000011009	1	23788033	23793254
5216	5233	1.99904681921574	2.31896849186375	2.46529545677904	2.10120631344145	1.86376297078534	1.04700157778373	0.920001351742657	0	0.50939346280355	2.26714747025373	Constant	1	23790645	23791645	+	LYPLA2	ENSG00000011009	1	23788033	23793254
5217	5233	2.60590547802027	2.43925811611715	2.53779045275927	2.34600380730376	2.0674876283575	1.95680807562496	1.56210172475597	1.61622266002177	1.92393838148329	2.35705967743429	Constant	1	23795099	23796099	-	GALE	ENSG00000117308	1	23793255	23798543
5219	5233	0	0	0.466495721929593	2.35507880726719	1.95440756105321	1.14506655916788	1.42430984167	0.533280288133393	0	1.3343719052303	Gained early	1	23801385	23802385	-	HMGCL	ENSG00000117305	1	23801172	23802154
5228	5163	0	1.18871152264834	0	2.35791074781196	0	0	0	0	0	0	Transient	1	23844577	23845577	-	FUCA1	ENSG00000179163	1	23844573	23849818
5236	5243	2.317492918607	0.426386010631831	0.739195703002465	1.22172988038352	0.427355972523236	0.872867758381796	1.51313595849403	0.435680157996933	0.785301401824385	0.665110751783685	Lost	1	23870015	23871015	-	CNR2	ENSG00000188822	1	23869466	23874554
5236	5329	0	2.08269410554264	0	0.837400849416066	2.72892605441495	0	0	0.885612790286865	0	0.705801377064564	Transient	1	23870015	23871015	-	CNR2	ENSG00000188822	1	23869466	23874554
5296	5370	2.58076253132251	1.6719317354517	0	0.979098861380856	1.00918822233072	0	0	0	2.53096312399628	0	Lost	1	24153668	24154668	-	IFNLR1	ENSG00000185436	1	24153490	24159108
5328	5278	0	1.17262600449901	1.81075840443834	2.62143321411844	1.22749693608404	1.78972631338725	1.18502191828896	1.86136495022942	0	1.10022370491918	Gained early	1	24318857	24319857	+	GRHL3	ENSG00000158055	1	24316005	24320625
5401	5367	0	0.918664483358453	1.88866346144904	2.76484466514882	0	0.88013620508583	0	0	1.43887650343172	0	Transient	1	24631216	24632216	+	SRRM1	ENSG00000133226	1	24627570	24632993
5652	5595	1.08074077605295	0.915226367383544	2.45825231072851	1.46663222834063	0.881237223318512	0.883865323528318	1.47156213250914	0.872338862368223	1.86003795542139	0	Constant	1	25810970	25811970	+	AL020996.2	ENSG00000255054	1	25805744	25811027
5652	5610	1.01821197918731	0.831451757422098	1.64204942378102	2.43325298005231	1.65547470430003	0	1.7095099875761	1.6369156385172	0.895401829520112	0.825854818349499	Lost	1	25810970	25811970	+	AL020996.2	ENSG00000255054	1	25805744	25811027
5657	5700	1.01744659014185	1.75093284317721	1.68487343827595	2.62359192584229	1.04319667213404	1.00949810303161	0.993460408178075	1.67177643123866	2.02892999859572	1.97621927226602	Gained early	1	25831413	25832413	-	AUNIP	ENSG00000127423	1	25827789	25833175
5657	5701	0.867813744360105	2.54932305978215	2.43236685656867	2.11360017325478	1.5596283529555	0.974534855245095	0	0	0	2.1791599534262	Lost	1	25831413	25832413	-	AUNIP	ENSG00000127423	1	25827789	25833175
5657	5727	0	0	0.939600289875295	2.39587161873164	0	0	0	0	0	1.53251843854083	Transient	1	25831413	25832413	-	AUNIP	ENSG00000127423	1	25827789	25833175
5663	5701	0.793677443395698	2.64685223970002	0	0	1.89550170328438	1.55543379080001	0.833233247134542	0.899763440381267	1.5473510641196	0.737234727369297	Lost	1	25860984	25861984	-	PAQR7	ENSG00000182749	1	25859444	25864680
5673	5701	1.3288349777768	1.38359917562711	1.93304245855323	2.87474041894347	1.79776069555402	0.843294819756574	0	0.844786414907392	2.21217015443528	1.26167262906097	Lost	1	25883681	25884681	-	STMN1	ENSG00000117632	1	25882580	25887906
5673	5727	1.08347468468057	0	0	0	0	2.43473998902878	0.838126055099742	1.51795689468716	1.00491435507983	0	Gained late	1	25883681	25884681	-	STMN1	ENSG00000117632	1	25882580	25887906
5705	5758	0	0	2.73767323494229	0.898332066691573	0	0	0.905917757957187	0.933324728587568	1.61267765420401	0	Transient	1	26019384	26020384	+	EXTL1	ENSG00000158008	1	26014777	26019880
5717	5743	0	0	0	2.59057931764747	0.930844939672945	0	1.95295255004473	0.929941515860884	0.822409640504454	0.884022908423268	Gained late	1	26050801	26051801	-	TRIM63	ENSG00000158022	1	26048083	26053315
5717	5771	0	0	0	2.73744409388639	0.905065673452213	0	2.10250913598164	0.923020504848549	1.61607520703242	0.894707226766061	Gained late	1	26050801	26051801	-	TRIM63	ENSG00000158022	1	26048083	26053315
5717	5804	0	2.33309295362338	0	0	0	0	0	0	0	0	Transient	1	26050801	26051801	-	TRIM63	ENSG00000158022	1	26048083	26053315
5733	5802	0	2.71134730119162	0	0	0	0	0	0	0	0	Transient	1	26110665	26111665	+	PDIK1L	ENSG00000175087	1	26110539	26115577
5733	5808	0	0	2.42942704183512	0	0	2.00344501947714	0	0	0	0	Transient	1	26110665	26111665	+	PDIK1L	ENSG00000175087	1	26110539	26115577
5753	5630	0	0	0	0	2.31409422468347	0	0	0.888811606901633	0	0	Transient	1	26158579	26159579	+	FAM110D	ENSG00000197245	1	26156983	26160631
5753	5668	0	0	0	0	0	2.32246289999945	0	1.12809919074127	1.10530379747509	0	Transient	1	26158579	26159579	+	FAM110D	ENSG00000197245	1	26156983	26160631
5753	5714	0	0	0	0	0	0	2.51399582473276	0	0	1.61397602330657	Gained late	1	26158579	26159579	+	FAM110D	ENSG00000197245	1	26156983	26160631
5753	5732	2.0796387040584	0.41789923183476	1.3678759740179	1.80147820548716	0.864601806748216	2.46073737205258	0.939722016285639	0.960309060547622	0.525246627029346	0.907944046388723	Constant	1	26158579	26159579	+	FAM110D	ENSG00000197245	1	26156983	26160631
5755	5668	0	0	0	0	0	0	2.34165313176101	0	0	0	Gained late	1	26163601	26164601	-	C1orf232	ENSG00000282872	1	26161132	26164857
5759	5670	0	0	0	0	0	2.35212830589222	0	0	0	0	Transient	1	26169016	26170016	-	AL391650.1	ENSG00000236782	1	26166168	26171600
5759	5670	0	0	0	0	0	2.35212830589222	0	0	0	0	Transient	1	26169408	26170408	+	ZNF593	ENSG00000142684	1	26166168	26171600
5759	5682	0	0	0	1.24176664963099	1.89905266845266	0	1.28896003933575	2.34011872903904	0	0	Gained late	1	26169016	26170016	-	AL391650.1	ENSG00000236782	1	26166168	26171600
5759	5682	0	0	0	1.24176664963099	1.89905266845266	0	1.28896003933575	2.34011872903904	0	0	Gained late	1	26169408	26170408	+	ZNF593	ENSG00000142684	1	26166168	26171600
5759	5683	1.28891356161925	1.23327458540433	2.57117567654342	0	0	0	0	1.12828117065193	1.10455150592903	1.18893100071147	Lost	1	26169016	26170016	-	AL391650.1	ENSG00000236782	1	26166168	26171600
5759	5683	1.28891356161925	1.23327458540433	2.57117567654342	0	0	0	0	1.12828117065193	1.10455150592903	1.18893100071147	Lost	1	26169408	26170408	+	ZNF593	ENSG00000142684	1	26166168	26171600
5759	5732	1.22964792373077	1.90373189472802	1.49819854466646	1.9050921632174	1.90951295382001	2.43950738519642	1.44969391458853	0.542748574903241	1.54170390054752	1.73404106142559	Constant	1	26169016	26170016	-	AL391650.1	ENSG00000236782	1	26166168	26171600
5759	5732	1.22964792373077	1.90373189472802	1.49819854466646	1.9050921632174	1.90951295382001	2.43950738519642	1.44969391458853	0.542748574903241	1.54170390054752	1.73404106142559	Constant	1	26169408	26170408	+	ZNF593	ENSG00000142684	1	26166168	26171600
5759	5808	2.12594551221671	0.915701214076478	2.06084987928501	0.823808040140083	0.942516831297401	1.91854700426567	1.67841381355164	0	1.0500738602494	2.43868077440337	Constant	1	26169016	26170016	-	AL391650.1	ENSG00000236782	1	26166168	26171600
5759	5808	2.12594551221671	0.915701214076478	2.06084987928501	0.823808040140083	0.942516831297401	1.91854700426567	1.67841381355164	0	1.0500738602494	2.43868077440337	Constant	1	26169408	26170408	+	ZNF593	ENSG00000142684	1	26166168	26171600
5763	5771	1.28184508038356	1.35268484441699	1.56333558695512	1.63457803282896	1.4338712538188	2.38270169150272	1.3073653451398	0.869947715674262	2.34868702708875	1.7038599405746	Constant	1	26190061	26191061	+	CATSPER4	ENSG00000188782	1	26187157	26192230
